Symbol,Period Ended,Quarter,Total Income,Total Expenses,Net Profit Loss from the Period,EPS,Price to earnings ratio,Number of shares,Market Cap,Price to sales ratio,Earnings Growth,PROJECTED EARNINGS GROWTH (PEG),Share Price,Share price change,Classification
SUNPHARMA,30-Jun-08,First Quarter,108894,53150,52751,24.2,3.61,207141646,20600247006,189177.06,-30.66,-0.12,99.45005,13.96,Good
SUNPHARMA,30-Sep-08,Second Quarter,117784,66853,51277,24.8,4.01,207094073,23506377988,199571.91,2.48,1.62,113.505798,14.13,Good
SUNPHARMA,31-Dec-08,Third Quarter,91827,53590,40864,19.7,5.76,207094073,16863395530,183643.11,-20.56,-0.28,81.428673,-28.26,Bad
SUNPHARMA,30-Jun-09,First Quarter,78759,69658,16384,7.9,10.31,207094073,17281748544,219425.7,-59.9,-0.17,83.448784,2.48,Bad
SUNPHARMA,30-Sep-09,Second Quarter,118517,77577,45381,21.9,3.81,207094073,25223595827,212826.82,177.22,0.02,121.797768,45.96,Good
SUNPHARMA,31-Dec-09,Third Quarter,102086,68834,33895,16.4,7.43,207094073,27036093920,264836.45,-25.11,-0.3,130.54982,7.19,Bad
SUNPHARMA,30-Jun-10,First Quarter,139970,82393,56432,27.2,4.8,207140163,31994219720,228579.12,65.85,0.07,154.456863,18.31,Good
SUNPHARMA,30-Sep-10,Second Quarter,137007,93821,50365,24.3,6.36,207139336,36213127325,264315.89,-10.66,-0.6,174.824966,13.19,Good
SUNPHARMA,31-Dec-10,Third Quarter,160107,124101,35015,3.4,51.42,1035414040,2.35713E+11,1472218.91,-86.01,-0.6,227.650528,30.22,Good
SUNPHARMA,31-Mar-11,Fourth Quarter,146328,106787,44275,4.3,52.94,1035704948,2.1514E+11,1470257.94,26.47,2,207.72316,-8.75,Bad
SUNPHARMA,30-Jun-11,First Quarter,163572,115300,50100,4.8,43.28,1035704948,2.42075E+11,1479928.93,11.63,3.72,233.72963,12.52,Good
SUNPHARMA,30-Sep-11,Second Quarter,189460,117732,59774,5.8,40.3,1035704948,2.24864E+11,1186866.63,20.83,1.93,217.111786,-7.11,Bad
SUNPHARMA,31-Dec-11,Third Quarter,214513,125878,66830,6.5,33.4,1035704948,2.45448E+11,1144212.18,12.07,2.77,236.986786,9.15,Bad
SUNPHARMA,31-Mar-12,Fourth Quarter,233618,145573,82021,7.9,30,1035704948,2.81108E+11,1203279.69,21.54,1.39,271.41687,14.53,Good
SUNPHARMA,30-Jun-12,First Quarter,100521,66982,29263,2.8,96.93,1035704948,3.13586E+11,3119606.86,-64.56,-1.5,302.775421,11.55,Good
SUNPHARMA,30-Sep-12,Second Quarter,103534,73046,37062,3.6,84.1,1035675448,3.47375E+11,3355181.26,28.57,2.94,335.409454,10.78,Good
SUNPHARMA,31-Dec-12,Third Quarter,87671,80575,7422,0.7,479.16,1035527960,3.6765E+11,4193513.55,-80.56,-5.95,355.035828,5.85,Bad
SUNPHARMA,31-Mar-13,Fourth Quarter,78107,73353,5903,0.6,591.73,1035527960,4.08946E+11,5235716.81,-14.29,-41.42,394.915588,11.23,Good
SUNPHARMA,30-Jun-13,First Quarter,350273,204936,-116216,-6.2,-63.7,1035527960,5.05122E+11,1442080.24,-1133.33,0.06,487.791534,23.52,Good
SUNPHARMA,30-Sep-13,Second Quarter,420658,246418,155979,6.6,73.91,2071038542,1.18506E+12,2817152.26,-206.45,-0.36,572.204529,17.31,Good
SUNPHARMA,31-Dec-13,Third Quarter,431244,241650,177982,7.39,77.43,2071038542,1.13861E+12,2640284.05,11.97,6.47,549.775696,-3.92,Bad
SUNPHARMA,31-Mar-14,Fourth Quarter,405861,236411,176449,7.7,71.4,2071024787,1.15325E+12,2841481.91,4.19,17.02,556.848328,1.29,Bad
SUNPHARMA,30-Jun-14,First Quarter,393558,233099,147851,6.7,83.11,2071024787,1.38038E+12,3507449.45,-12.99,-6.4,666.522583,19.7,Good
SUNPHARMA,30-Sep-14,Second Quarter,476949,275656,184698,7.6,87.7,2071024787,1.72009E+12,3606440.83,13.43,6.53,830.549377,24.61,Good
SUNPHARMA,31-Dec-14,Third Quarter,429530,249857,170456,6.9,120.37,2071024787,1.66139E+12,3867921.62,-9.21,-13.07,802.205933,-3.41,Bad
SUNPHARMA,31-Mar-15,Fourth Quarter,615705,582659,118928,3.69,217.4,2070986581,2.05803E+12,3342557.54,-46.52,-4.67,993.743469,23.88,Good
SUNPHARMA,30-Jun-15,First Quarter,675758,514798,68003,2,496.87,2406551000,2.04278E+12,3022943.98,-45.8,-10.85,848.840759,-14.58,Bad
SUNPHARMA,30-Sep-15,Second Quarter,683761,517508,137000,4.6,184.53,2406711718,2.02843E+12,2966581.48,130,1.42,842.823303,-0.71,Bad
SUNPHARMA,31-Dec-15,Third Quarter,708211,516383,181846,5.9,142.85,2406711718,1.92212E+12,2714047.32,28.26,5.05,798.649109,-5.24,Bad
SUNPHARMA,31-Mar-16,Fourth Quarter,763416,537818,196190,7.1,112.49,2406711718,1.92177E+12,2517325.23,20.34,5.53,798.50293,-0.02,Bad
SUNPHARMA,30-Jun-16,First Quarter,824299,563796,227480,8.4,95.06,2406711718,1.78841E+12,2169619.02,18.31,5.19,743.094727,-6.94,Bad
SUNPHARMA,30-Sep-16,Second Quarter,826512,540126,248789,9.3,79.9,2406711718,1.7406E+12,2105964.1,10.71,7.46,723.22937,-2.67,Bad
SUNPHARMA,31-Dec-16,Third Quarter,791266,576633,172909,6.1,118.56,2406711718,1.47838E+12,1868368.27,-34.41,-3.45,614.272278,-15.07,Bad
SUNPHARMA,31-Mar-17,Fourth Quarter,713696,597264,134452,5.2,118.13,2406711718,1.61483E+12,2262634.1,-14.75,-8.01,670.970642,9.23,Bad
SUNPHARMA,30-Jun-17,First Quarter,620879,556919,-32070,-1.8,-372.76,2406711718,1.30402E+12,2100283.46,-134.62,2.77,541.827209,-19.25,Bad
SUNPHARMA,30-Sep-17,Second Quarter,665034,579082,100296,3.8,142.59,2406711718,1.18094E+12,1775760.46,-311.11,-0.46,490.686554,-9.44,Bad
SUNPHARMA,31-Dec-17,Third Quarter,665323,563450,39922,1.5,327.12,2406711718,1.34928E+12,2028014.21,-60.53,-5.4,560.634033,14.26,Good
SUNPHARMA,31-Mar-18,Fourth Quarter,727985,590423,152899,5.5,101.93,2406711718,1.16962E+12,1606659.37,266.67,0.38,485.984222,-13.32,Bad
SUNPHARMA,30-Jun-18,First Quarter,742392,615001,111106,4.09,118.82,2406711718,1.33239E+12,1794730.14,-25.64,-4.63,553.615662,13.92,Good
SUNPHARMA,30-Sep-18,Second Quarter,728878,596246,-10884,-0.91,-608.37,2406711718,1.47237E+12,2020043.66,-122.25,4.98,611.774719,10.51,Good
SUNPHARMA,31-Dec-18,Third Quarter,793325,620314,146103,5.18,118.1,2406711718,1.02008E+12,1285828.17,-669.23,-0.18,423.84787,-30.72,Bad
SUNPHARMA,31-Mar-19,Fourth Quarter,744545,675121,72061,2.65,159.94,2406711718,1.13465E+12,1523945.64,-48.84,-3.27,471.450775,11.23,Good
SUNPHARMA,30-Jun-19,First Quarter,858738,693994,149665,5.78,81.57,2406711718,9.5006E+11,1106344.8,118.11,0.69,394.754517,-16.27,Bad
SUNPHARMA,30-Sep-19,Second Quarter,832420,689082,116317,4.43,89.11,2406711718,9.28807E+11,1115790.82,-23.36,-3.82,385.923492,-2.24,Bad
SUNPHARMA,31-Dec-19,Third Quarter,827473,692340,101938,3.81,101.29,2406711718,1.0316E+12,1246682.97,-14,-7.24,428.633179,11.07,Good
SUNPHARMA,31-Mar-20,Fourth Quarter,828717,744909,49276,1.67,256.67,2406711718,8.46273E+11,1021184.03,-56.17,-4.57,351.630219,-17.96,Bad
TCS,30-Sep-07,Second Quarter,576182,429557,125324,12.79,14.13,978515552,1.66998E+11,289836.29,4.07,3.47,170.6651,-5.57,Bad
TCS,31-Dec-07,Third Quarter,604198,449908,133528,13.56,12.59,978515552,1.71572E+11,283966.84,6.02,2.09,175.339264,2.74,Bad
TCS,30-Jun-08,First Quarter,653034,503965,129931,13.19,13.29,978515552,1.38746E+11,212463.46,-2.73,-4.87,141.792191,-19.13,Bad
TCS,30-Sep-08,Second Quarter,695337,527303,128529,12.99,10.92,978515552,1.11592E+11,160486.38,-1.52,-7.2,114.042252,-19.57,Bad
TCS,31-Dec-08,Third Quarter,727704,548052,137412,13.92,8.19,978479567,82103380935,112825.24,7.16,1.14,83.909142,-26.42,Bad
TCS,30-Jun-09,First Quarter,720699,540024,155128,7.83,10.72,1957878884,2.74634E+11,381066.84,-43.75,-0.24,140.271439,67.17,Good
TCS,30-Sep-09,Second Quarter,743523,548321,166259,8.38,16.74,1957584114,4.46789E+11,600907.75,7.02,2.38,228.234756,62.71,Good
TCS,31-Dec-09,Third Quarter,764853,554370,184416,9.31,24.52,1957524894,5.43144E+11,710127.96,11.1,2.21,277.464417,21.57,Good
TCS,30-Jun-10,First Quarter,821728,596931,193795,9.71,28.58,1956946252,5.46416E+11,664959.8,4.3,6.65,279.21875,0.63,Bad
TCS,30-Sep-10,Second Quarter,928639,668268,219904,11.06,25.25,1957128472,6.84683E+11,737297.73,13.9,1.82,349.84082,25.29,Good
TCS,31-Dec-10,Third Quarter,966335,695208,239647,12.08,28.96,1956954235,8.64203E+11,894310.38,9.22,3.14,441.606354,26.23,Good
TCS,30-Jun-11,First Quarter,1079702,797210,244049,12.32,35.84,1956837254,8.80868E+11,815844.03,1.99,18.04,450.149048,1.93,Bad
TCS,30-Sep-11,Second Quarter,1163349,848115,232766,11.74,38.34,1957393418,7.86545E+11,676104.37,-4.71,-8.14,401.833038,-10.73,Bad
TCS,31-Dec-11,Third Quarter,1320399,934501,283603,14.3,28.1,1957369815,8.84984E+11,670239.84,21.81,1.29,452.129181,12.52,Good
TCS,31-Mar-12,Fourth Quarter,1325933,957822,291925,14.7,30.76,1957263974,8.96089E+11,675817.44,2.8,11,457.827179,1.26,Bad
TCS,30-Jun-12,First Quarter,1486871,1079186,335767,16.92,27.06,1957263974,9.79388E+11,658690.35,15.1,1.79,500.386047,9.3,Bad
TCS,30-Sep-12,Second Quarter,1562075,1144822,346968,17.51,28.58,1957200791,1.01133E+12,647428.6,3.49,8.2,516.723694,3.27,Bad
TCS,31-Dec-12,Third Quarter,1606993,1168686,359062,18.1,28.55,1957200791,9.84581E+11,612685.42,3.37,8.47,503.055786,-2.65,Bad
TCS,31-Mar-13,Fourth Quarter,1643009,1210255,365772,18.46,27.25,1957263003,1.24107E+12,755365.52,1.99,13.7,634.085632,26.05,Good
TCS,30-Jun-13,First Quarter,1798707,1314010,387286,19.54,32.45,1957263003,1.19571E+12,664758.69,5.85,5.55,610.907227,-3.66,Bad
TCS,30-Sep-13,Second Quarter,2097724,1467216,467205,23.63,25.85,1957364770,1.55281E+12,740235.98,20.93,1.24,793.317017,29.86,Good
TCS,31-Dec-13,Third Quarter,2129396,1495647,537731,27.2,29.17,1958953521,1.75798E+12,825576.72,15.11,1.93,897.407593,13.12,Good
TCS,31-Mar-14,Fourth Quarter,2155109,1523699,540965,27.27,32.91,1959030149,1.73271E+12,804001.56,0.26,127.87,884.473877,-1.44,Bad
TCS,30-Jun-14,First Quarter,2211103,1617597,560464,28.42,31.12,1959030149,1.97011E+12,891007.07,4.22,7.38,1005.654968,13.7,Good
TCS,30-Sep-14,Second Quarter,2381648,1746529,531227,26.78,37.55,1959030149,2.2747E+12,955093.52,-5.77,-6.51,1161.134033,15.46,Good
TCS,31-Dec-14,Third Quarter,2450114,1791499,538834,27.2,42.69,1959030149,2.13506E+12,871410.94,1.57,27.22,1089.853638,-6.14,Bad
TCS,31-Mar-15,Fourth Quarter,2421976,2040914,375445,18.95,57.51,1959030149,2.14001E+12,883582.12,-30.33,-1.9,1092.384766,0.23,Bad
TCS,30-Jun-15,First Quarter,2566811,1894372,574085,29.02,37.64,1958580218,2.13701E+12,832554.46,53.14,0.71,1091.101563,-0.12,Bad
TCS,30-Sep-15,Second Quarter,2716548,1985824,610810,30.88,35.33,1958580218,2.21831E+12,816592.17,6.41,5.51,1132.612183,3.8,Bad
TCS,31-Dec-15,Third Quarter,2736401,2013388,610283,30.88,36.68,1958580218,2.10701E+12,769992.04,0,NA,1075.782837,-5.02,Bad
TCS,31-Mar-16,Fourth Quarter,2844861,2106854,642316,32.54,33.06,1958580218,2.18972E+12,769709.27,5.38,6.15,1118.011841,3.93,Bad
TCS,30-Jun-16,First Quarter,2930500,2195800,631800,32.06,34.87,1958580218,2.21821E+12,756940.63,-1.48,-23.64,1132.5625,1.3,Bad
TCS,30-Sep-16,Second Quarter,2928400,2166700,660300,33.43,33.88,1958580218,2.16744E+12,740144.51,4.27,7.93,1106.637939,-2.29,Bad
TCS,31-Dec-16,Third Quarter,2973500,2200200,681400,34.4,32.17,1958580218,2.12062E+12,713172.54,2.9,11.09,1082.732544,-2.16,Bad
TCS,31-Mar-17,Fourth Quarter,2964200,2201500,662200,33.52,32.3,1958580218,2.19247E+12,739650.27,-2.56,-12.63,1119.418701,3.39,Bad
TCS,30-Jun-17,First Quarter,2958400,2269700,595000,30.4,36.82,1958580218,2.12986E+12,719938.11,-9.31,-3.96,1087.453491,-2.86,Bad
TCS,30-Sep-17,Second Quarter,3054100,2288800,646000,33.67,32.3,1958580218,2.22702E+12,729188.86,10.76,3,1137.056152,4.56,Bad
TCS,31-Dec-17,Third Quarter,3090400,2312900,654500,34.12,33.33,1958580218,2.47625E+12,801270.76,1.34,24.93,1264.307251,11.19,Good
TCS,31-Mar-18,Fourth Quarter,3306900,2394000,692500,36.07,35.05,1958580218,2.61806E+12,791696.05,5.72,6.13,1336.713013,5.73,Bad
TCS,30-Jun-18,First Quarter,3548600,2570000,736200,19.17,69.73,1958580218,3.42403E+12,964896.76,-46.85,-1.49,1748.221802,30.79,Good
TCS,30-Sep-18,Second Quarter,3758400,2722000,792700,20.66,84.62,1958580218,4.05473E+12,1078844.38,7.77,10.89,2070.23877,18.42,Good
TCS,31-Dec-18,Third Quarter,3850100,2779000,812100,21.6,95.84,1958580218,3.52245E+12,914898.28,4.55,21.07,1798.471069,-13.13,Bad
TCS,31-Mar-19,Fourth Quarter,3920300,2850100,815200,21.65,83.07,1958580218,3.73251E+12,952097.5,0.23,358.86,1905.721191,5.96,Bad
TCS,30-Jun-19,First Quarter,3984700,2920900,815300,21.67,87.94,1958580218,4.15309E+12,1042260.1,0.09,951.98,2120.461426,11.27,Good
TCS,30-Sep-19,Second Quarter,4033800,2980900,805800,21.43,98.95,1958580218,3.95549E+12,980587.31,-1.11,-89.34,2019.571655,-4.76,Bad
TCS,31-Dec-19,Third Quarter,4067200,3010300,814300,21.63,93.37,1958580218,4.15427E+12,1021407.4,0.93,100.04,2121.061035,5.03,Bad
TCS,31-Mar-20,Fourth Quarter,4068400,3017200,809300,21.45,98.88,1958580218,3.51729E+12,864540.04,-0.83,-118.83,1795.838989,-15.33,Bad
TATAMOTORS,30-Sep-07,Second Quarter,828028,732940,58308,13.46,5.4,506550673,47621699485,57512.18,9.7,0.56,94.011719,29.32,Good
TATAMOTORS,31-Dec-07,Third Quarter,932469,814724,67162,15.36,6.12,506550673,45476325684,48769.8,14.12,0.43,89.776459,-4.51,Bad
TATAMOTORS,30-Jun-09,First Quarter,1639700,1673833,-32878,-6.4,-14.03,506550673,21692870455,13229.78,-141.67,0.1,42.82468,-52.3,Bad
TATAMOTORS,30-Sep-09,Second Quarter,2110022,2044229,2178,0.84,50.98,506550673,47523973197,22522.98,-113.13,-0.45,93.818794,119.08,Good
TATAMOTORS,31-Dec-09,Third Quarter,2604425,2437970,65026,10.99,8.54,506550673,63634782891,24433.33,1208.33,0.01,125.623726,33.9,Good
TATAMOTORS,30-Jun-10,First Quarter,2705557,2421172,198873,32.12,3.91,506550673,62585793951,23132.31,192.27,0.02,123.552879,-1.65,Bad
TATAMOTORS,30-Sep-10,Second Quarter,2878200,2587522,222299,35.83,3.45,506406204,96184183876,33418.17,11.55,0.3,189.934845,53.73,Good
TATAMOTORS,31-Dec-10,Third Quarter,3168520,2843535,242438,36.76,5.17,536693164,1.21454E+11,38331.59,2.6,1.99,226.301376,19.15,Good
TATAMOTORS,30-Jun-11,First Quarter,3357246,3047984,199962,30.09,7.52,538380131,92581978784,27576.76,-18.14,-0.41,171.963959,-24.01,Bad
TATAMOTORS,30-Sep-11,Second Quarter,3619754,3302442,187733,5.65,30.44,2692044974,4.035E+11,111471.65,-81.22,-0.37,149.886032,-12.84,Bad
TATAMOTORS,31-Dec-11,Third Quarter,4526025,4004921,340555,10.24,14.64,2692044974,4.62067E+11,102091.17,81.24,0.18,171.641708,14.51,Good
TATAMOTORS,31-Mar-12,Fourth Quarter,5090790,4569882,623400,18.75,9.15,2692099776,7.11731E+11,139807.56,83.11,0.11,264.377625,54.03,Good
TATAMOTORS,30-Jun-12,First Quarter,4332361,3957513,231387,7.14,37.03,2707539748,6.30513E+11,145535.71,-61.92,-0.6,232.873123,-11.92,Bad
TATAMOTORS,30-Sep-12,Second Quarter,1248143,1227501,86711,2.7,86.25,2707701885,7.08511E+11,567651.91,-62.18,-1.39,261.664978,12.36,Good
TATAMOTORS,31-Dec-12,Third Quarter,4608950,4250218,163601,5.07,51.61,2707704806,8.27942E+11,179637.84,87.78,0.59,305.772552,16.86,Good
TATAMOTORS,31-Mar-13,Fourth Quarter,5600164,5053920,381165,12.37,24.72,2707907955,7.12802E+11,127282.35,143.98,0.17,263.229797,-13.91,Bad
TATAMOTORS,30-Jun-13,First Quarter,4678466,4291311,176281,5.38,48.93,2735735743,7.52635E+11,160872.17,-56.51,-0.87,275.112457,4.51,Bad
TATAMOTORS,30-Sep-13,Second Quarter,5688228,5097640,355896,11.09,24.81,2736511805,8.95998E+11,157518.01,106.13,0.23,327.423523,19.01,Good
TATAMOTORS,31-Dec-13,Third Quarter,6387683,5678103,481914,14.91,21.96,2736708218,1.01437E+12,158801.29,34.45,0.64,370.654175,13.2,Good
TATAMOTORS,30-Jun-14,First Quarter,6468283,5652002,541340,16.75,22.13,2736340324,1.16217E+12,179671.58,12.34,1.79,424.715668,14.59,Good
TATAMOTORS,30-Sep-14,Second Quarter,6056420,5421108,330682,10.21,41.6,2736340313,1.35892E+12,224376.94,-39.04,-1.07,496.619873,16.93,Good
TATAMOTORS,31-Dec-14,Third Quarter,6997326,6325845,359200,11.11,44.7,2736340313,1.34106E+12,191653.19,8.81,5.07,490.092499,-1.31,Bad
TATAMOTORS,31-Mar-15,Fourth Quarter,6757604,6299450,174743,5.32,92.12,2736870302,1.48924E+12,220380.23,-52.12,-1.77,544.140625,11.03,Good
TATAMOTORS,30-Jun-15,First Quarter,6101952,5573397,278847,8.33,65.32,2887090102,1.25292E+12,205331.46,56.58,1.15,433.974243,-20.25,Bad
TATAMOTORS,30-Sep-15,Second Quarter,6131821,5886580,-41106,-1.27,-341.71,2887013220,8.61713E+11,140531.37,-115.25,2.97,298.479126,-31.22,Bad
TATAMOTORS,31-Dec-15,Third Quarter,7225640,6721556,352441,10.31,28.95,2887013220,1.12923E+12,156281.09,-911.81,-0.03,391.141571,31.04,Good
TATAMOTORS,31-Mar-16,Fourth Quarter,8068441,7372116,520645,15.23,25.68,2887013220,1.11567E+12,138275.48,47.72,0.54,386.443512,-1.2,Bad
TATAMOTORS,30-Jun-16,First Quarter,6705610,6399399,183138,6.57,58.82,2887013220,1.32532E+12,197644.08,-56.86,-1.03,459.064087,18.79,Good
TATAMOTORS,30-Sep-16,Second Quarter,6699969,6517110,57466,2.42,189.7,2887013220,1.54412E+12,230466.58,-63.17,-3,534.849976,16.51,Good
TATAMOTORS,31-Dec-16,Third Quarter,6854107,6760981,-26836,0.26,2057.12,2887013220,1.36267E+12,198810.76,-89.26,-23.05,472,-11.75,Bad
TATAMOTORS,31-Mar-17,Fourth Quarter,7874661,7373446,392588,12.63,37.37,2887013220,1.34492E+12,170790.23,4757.69,0.01,465.850006,-1.3,Bad
TATAMOTORS,30-Jun-17,First Quarter,5981822,5985554,252955,9.35,49.82,2887013220,1.24878E+12,208762.07,-25.97,-1.92,432.549988,-7.15,Bad
TATAMOTORS,30-Sep-17,Second Quarter,7015596,6726339,199159,7.29,59.33,2887013220,1.15914E+12,165222.71,-22.03,-2.69,401.5,-7.18,Bad
TATAMOTORS,31-Dec-17,Third Quarter,7415607,7230395,96142,3.51,114.39,2887013220,1.24676E+12,168126.05,-51.85,-2.21,431.850006,7.56,Bad
TATAMOTORS,31-Mar-18,Fourth Quarter,9164344,8769546,217516,6.24,69.21,2887013220,9.4362E+11,102966.48,77.78,0.89,326.850006,-24.31,Bad
TATAMOTORS,30-Jun-18,First Quarter,6730606,6989029,-186257,-5.6,-58.37,2887013220,7.77473E+11,115513.02,-189.74,0.31,269.299988,-17.61,Bad
TATAMOTORS,30-Sep-18,Second Quarter,7272930,7302245,-100949,-3.09,-87.15,2887013220,6.45825E+11,88798.44,-44.82,1.94,223.699997,-16.93,Bad
TATAMOTORS,31-Dec-18,Third Quarter,7758271,7879708,-2696080,-79.49,-2.81,2887013220,4.98587E+11,64265.24,2472.49,0,172.699997,-22.8,Bad
TATAMOTORS,31-Mar-19,Fourth Quarter,8728564,8491348,110866,3.28,52.65,2887013220,5.03062E+11,57634,-104.13,-0.51,174.25,0.9,Bad
TATAMOTORS,30-Jun-19,First Quarter,6230298,6543234,-367966,-10.89,-16,2887013220,4.69284E+11,75322.88,-432.01,0.04,162.550003,-6.71,Bad
TATAMOTORS,30-Sep-19,Second Quarter,6610451,6552237,-18770,-0.64,-253.98,2887013220,3.3908E+11,51294.49,-94.12,2.7,117.449997,-27.75,Bad
TATAMOTORS,31-Dec-19,Third Quarter,7257620,7122522,175588,5,23.49,2887013220,5.3453E+11,73650.93,-881.25,-0.03,185.149994,57.64,Good
TATAMOTORS,31-Mar-20,Fourth Quarter,6305743,6956973,-986375,-27.5,-6.73,2887013220,2.05122E+11,32529.44,-650,0.01,71.050003,-61.63,Bad
TATASTEEL,30-Sep-08,Second Quarter,4419897,3709630,470364,58.03,8.61,935044916,2.81465E+11,63681.42,23.1,0.37,301.017975,-39.73,Bad
TATASTEEL,31-Dec-08,Third Quarter,3319101,3141880,73221,9.91,30.38,935044916,1.43121E+11,43120.47,-82.92,-0.37,153.063461,-49.15,Bad
TATASTEEL,30-Jun-09,First Quarter,2329231,2441115,-220868,-30.7,-4.99,935044916,2.57415E+11,110514.89,-409.79,0.01,275.296631,79.86,Good
TATASTEEL,30-Sep-09,Second Quarter,2539504,2617676,-270725,-33.74,-8.16,935044916,3.49083E+11,137460.9,9.9,-0.82,373.332336,35.61,Good
TATASTEEL,31-Dec-09,Third Quarter,2620201,2440612,47265,5.31,70.31,935044916,4.23256E+11,161535.84,-115.74,-0.61,452.658875,21.25,Good
TATASTEEL,30-Jun-10,First Quarter,2719480,2386603,182526,19.77,22.9,935044916,3.32775E+11,122366.98,272.32,0.08,355.89151,-21.38,Bad
TATASTEEL,30-Sep-10,Second Quarter,2864619,2605196,197881,20.63,17.25,935044916,4.54349E+11,158607.13,4.35,3.97,485.911407,36.53,Good
TATASTEEL,31-Dec-10,Third Quarter,2908945,2679125,100302,10.29,47.22,935044916,4.74249E+11,163031.3,-50.12,-0.94,507.193909,4.38,Bad
TATASTEEL,30-Jun-11,First Quarter,3300017,2972811,534655,52.36,9.69,935044916,4.25354E+11,128894.45,408.84,0.02,454.902069,-10.31,Bad
TATASTEEL,30-Sep-11,Second Quarter,3279789,3115665,21243,1.75,259.94,935044916,2.95689E+11,90154.76,-96.66,-2.69,316.229279,-30.48,Bad
TATASTEEL,31-Dec-11,Third Quarter,3310307,3254977,-60267,-6.76,-46.78,938684975,2.39666E+11,72399.82,-486.29,0.1,255.320618,-19.26,Bad
TATASTEEL,31-Mar-12,Fourth Quarter,3399857,3191281,43346,4.02,63.51,938684975,3.37148E+11,99165.27,-159.47,-0.4,359.170288,40.67,Good
TATASTEEL,30-Jun-12,First Quarter,3382120,3172590,51704,5.69,63.12,938684975,3.15493E+11,93282.62,41.54,1.52,336.101044,-6.42,Bad
TATASTEEL,30-Sep-12,Second Quarter,3413273,3315759,-41327,-4.21,-79.83,938684975,2.95263E+11,86504.38,-173.99,0.46,314.549683,-6.41,Bad
TATASTEEL,31-Dec-12,Third Quarter,3210714,3133107,-78864,-8.32,-37.81,938684975,3.15591E+11,98293.04,97.62,-0.39,336.205261,6.88,Bad
TATASTEEL,31-Mar-13,Fourth Quarter,3465047,3175109,-667752,-67.69,-4.97,949450823,2.33057E+11,67259.45,713.58,-0.01,245.465225,-26.99,Bad
TATASTEEL,30-Jun-13,First Quarter,3280479,3052002,114233,11.28,21.76,945346277,2.03048E+11,61895.87,-116.66,-0.19,214.787018,-12.5,Bad
TATASTEEL,30-Sep-13,Second Quarter,3664489,3438353,95095,8.98,23.92,945346277,2.08068E+11,56779.61,-20.39,-1.17,220.097382,2.47,Bad
TATASTEEL,31-Dec-13,Third Quarter,3673582,3425137,49950,4.73,46.53,942266222,3.23973E+11,88189.95,-47.33,-0.98,343.823242,56.21,Good
TATASTEEL,31-Mar-14,Fourth Quarter,4242805,3888884,107119,10.2,33.71,942274668,3.00873E+11,70913.76,115.64,0.29,319.305237,-7.13,Bad
TATASTEEL,30-Jun-14,First Quarter,3642721,3370492,34317,3.02,105.73,947803001,4.05925E+11,111434.43,-70.39,-1.5,428.279449,34.13,Good
TATASTEEL,30-Sep-14,Second Quarter,3577711,3356380,127229,12.46,34.37,953923905,3.62507E+11,101323.86,312.58,0.11,380.017181,-11.27,Bad
TATASTEEL,31-Dec-14,Third Quarter,3363323,3200693,13132,1.16,327.6,954410225,3.15563E+11,93824.79,-90.69,-3.61,330.636719,-12.99,Bad
TATASTEEL,31-Mar-15,Fourth Quarter,3366618,3363593,-570228,-58.88,-5.62,954410225,2.50262E+11,74336.2,-5175.86,0,262.215973,-20.69,Bad
TATASTEEL,30-Jun-15,First Quarter,3030033,2887259,73494,7.42,35.34,951940373,2.4004E+11,79220.21,-112.6,-0.31,252.158478,-3.84,Bad
TATASTEEL,30-Sep-15,Second Quarter,2930469,2884500,154523,15.31,16.47,952006645,1.72723E+11,58940.48,106.33,0.15,181.43071,-28.05,Bad
TATASTEEL,31-Dec-15,Third Quarter,2803902,2839600,-218007,-22.38,-8.11,952006645,2.1107E+11,75277.2,-246.18,0.03,221.710526,22.2,Good
TATASTEEL,31-Mar-16,Fourth Quarter,2950755,2853419,-327910,-33.58,-6.6,952006645,2.59735E+11,88023.12,50.04,-0.13,272.828613,23.06,Good
TATASTEEL,30-Jun-16,First Quarter,2640610,2440586,-319727,-33.11,-8.24,952006645,2.61563E+11,99053.98,-1.4,5.89,274.749054,0.7,Bad
TATASTEEL,30-Sep-16,Second Quarter,2747115,2596885,-16706,-1.11,-247.52,952006645,3.11252E+11,113301.35,-96.65,2.56,326.942932,19,Good
TATASTEEL,31-Dec-16,Third Quarter,2939160,2723208,17523,2.09,156.43,952006645,3.2539E+11,110708.41,-288.29,-0.54,341.793549,4.54,Bad
TATASTEEL,31-Mar-17,Fourth Quarter,3530489,3113202,-117078,-12.48,-27.39,952006645,4.01446E+11,113708.31,-697.13,0.04,421.68396,23.37,Good
TATASTEEL,30-Jun-17,First Quarter,3097333,2884416,91519,9.04,46.65,952006645,4.53883E+11,146539.79,-172.44,-0.27,476.764038,13.06,Good
TATASTEEL,30-Sep-17,Second Quarter,3246414,3056668,99798,10.04,47.49,952006645,5.52375E+11,170149.23,11.06,4.29,580.221619,21.7,Good
TATASTEEL,31-Dec-17,Third Quarter,3344660,3055203,104609,12.81,45.29,952006645,6.19967E+11,185360.18,27.59,1.64,651.221069,12.24,Good
