Symbol,Period Ended,Quarter,Total Income,Total Expenses,Net Profit Loss from the Period,EPS,Price to earnings ratio,Number of shares,Market Cap,Price to sales ratio,Earnings Growth,PROJECTED EARNINGS GROWTH (PEG),Share Price,Share price change,Classification
TATASTEEL,31-Mar-18,Fourth Quarter,3640719,3262642,1468802,96.84,6.72,952006645,5.07366E+11,139358.79,655.97,0.01,532.94397,-18.16,Bad
TATASTEEL,30-Jun-18,First Quarter,3818005,3484089,193380,16.66,31.99,952006645,5.04434E+11,132119.85,-82.8,-0.39,529.864197,-0.58,Bad
TATASTEEL,30-Sep-18,Second Quarter,4389853,3868556,311620,31.06,17.06,952006645,5.25633E+11,119738.09,86.43,0.2,552.131226,4.2,Bad
TATASTEEL,31-Dec-18,Third Quarter,4143137,3836203,175307,19.58,28.2,952006645,4.71193E+11,113728.52,-36.96,-0.76,494.947021,-10.36,Bad
TATASTEEL,31-Mar-19,Fourth Quarter,4291373,3872887,229525,20.44,24.21,952006645,4.71148E+11,109789.49,4.39,5.51,494.899536,-0.01,Bad
TATASTEEL,30-Jun-19,First Quarter,3619821,3445948,70197,5.83,84.89,952006645,4.56136E+11,126010.66,-71.48,-1.19,479.131134,-3.19,Bad
TATASTEEL,30-Sep-19,Second Quarter,3476273,3475815,330231,29.25,16.38,952006645,3.34527E+11,96231.63,401.72,0.04,351.391876,-26.66,Bad
TATASTEEL,31-Dec-19,Third Quarter,3561334,3584992,-122853,-9.91,-35.46,952006645,4.38041E+11,122999.03,-133.88,0.26,460.123505,30.94,Good
TATASTEEL,31-Mar-20,Fourth Quarter,3508586,3327229,-161535,-13.37,-34.41,952006645,2.50176E+11,71304.05,34.91,-0.99,262.788483,-42.89,Bad
TECHM,30-Sep-07,Second Quarter,88440,68420,18090,13.8,17.89,121351528,28654183235,323995.74,5.83,3.07,236.125443,-4.37,Bad
TECHM,31-Dec-07,Third Quarter,94050,72140,19640,14.99,15.75,121351528,24289785129,258264.59,8.62,1.83,200.160522,-15.23,Bad
TECHM,31-Mar-08,Fourth Quarter,102480,79010,-20700,-15.84,-12.64,121351528,15147514286,147809.47,-205.67,0.06,124.823433,-37.64,Bad
TECHM,30-Jun-08,First Quarter,114247,85536,25872,19.83,6.29,121495048,15382617952,134643.52,-225.19,-0.03,126.611069,1.43,Bad
TECHM,30-Sep-08,Second Quarter,116482,79805,30275,23.23,5.45,121692683,13806305661,118527.37,17.15,0.32,113.452225,-10.39,Bad
TECHM,31-Dec-08,Third Quarter,113220,84294,22287,17.15,6.62,121729652,5793736434,51172.38,-26.17,-0.25,47.595112,-58.05,Bad
TECHM,31-Mar-09,Fourth Quarter,105130,79574,23035,17.9,2.66,121755522,6208309662,59053.64,4.37,0.61,50.989964,7.13,Bad
TECHM,30-Jun-09,First Quarter,111302,86210,13162,10.19,5,121899827,17165181283,154221.68,-43.07,-0.12,140.813828,176.16,Good
TECHM,30-Sep-09,Second Quarter,114180,88326,16895,12.99,10.84,121967444,21961658663,192342.43,27.48,0.39,180.061646,27.87,Good
TECHM,31-Dec-09,Third Quarter,118729,93974,17278,13.26,13.58,122268425,23310440942,196333.17,2.08,6.53,190.649719,5.88,Bad
TECHM,31-Mar-10,Fourth Quarter,118329,94444,22699,17.41,10.95,122330867,20072939193,169636.68,31.3,0.35,164.08728,-13.93,Bad
TECHM,30-Jun-10,First Quarter,113368,95644,14431,11.07,14.82,124053949,17518620531,154528.8,-36.42,-0.41,141.217758,-13.94,Bad
TECHM,30-Sep-10,Second Quarter,153390,128675,15067,11.57,12.21,125717403,18526002314,120777.12,4.52,2.7,147.362274,4.35,Bad
TECHM,31-Dec-10,Third Quarter,118123,96923,20202,15.5,9.51,125855945,17323146285,146653.46,33.97,0.28,137.642654,-6.6,Bad
TECHM,31-Mar-11,Fourth Quarter,126153,104120,9219,7.06,19.5,125958969,16689446115,132295.28,-54.45,-0.36,132.499069,-3.74,Bad
TECHM,30-Jun-11,First Quarter,129248,108424,27655,20.95,6.32,127002907,17999871372,139266.15,196.74,0.03,141.728027,6.97,Bad
TECHM,30-Sep-11,Second Quarter,133329,117973,24044,18.22,7.78,127184269,14612052168,109593.95,-13.03,-0.6,114.888832,-18.94,Bad
TECHM,31-Dec-11,Third Quarter,144487,124957,27602,20.91,5.49,127366529,14621472875,101195.77,14.76,0.37,114.798393,-0.08,Bad
TECHM,31-Mar-12,Fourth Quarter,141905,121807,30250,22.89,5.02,127493626,18387607535,129576.88,9.47,0.53,144.22374,25.63,Good
TECHM,30-Jun-12,First Quarter,154342,125532,18827,25.51,5.65,127545654,18077313467,117125.04,11.45,0.49,141.732101,-1.73,Bad
TECHM,30-Sep-12,Second Quarter,163140,141129,17775,22.31,6.35,127637959,25384612726,155600.18,-12.54,-0.51,198.879807,40.32,Good
TECHM,31-Dec-12,Third Quarter,179110,146528,24882,20.73,9.59,127817083,24379417738,136114.22,-7.08,-1.35,190.736771,-4.09,Bad
TECHM,31-Mar-13,Fourth Quarter,190717,158646,19613,28.32,6.74,128127106,27774420254,145631.59,36.61,0.18,216.7724,13.65,Good
TECHM,30-Jun-13,First Quarter,410323,335618,69927,29,7.47,128778130,27923447518,68052.36,2.4,3.11,216.833771,0.03,Bad
TECHM,30-Sep-13,Second Quarter,477149,378259,71882,30.27,7.16,232379696,64541602527,135265.09,4.38,1.64,277.742004,28.09,Good
TECHM,31-Dec-13,Third Quarter,489855,390187,102092,42.41,6.55,232379696,90174789388,184084.66,40.11,0.16,388.049347,39.72,Good
TECHM,31-Mar-14,Fourth Quarter,505811,412920,62333,25.71,15.09,233457708,88498154725,174962.89,-39.38,-0.38,379.075745,-2.31,Bad
TECHM,30-Jun-14,First Quarter,512150,434230,63357,26.15,14.5,234379696,1.06498E+11,207942.09,1.71,8.47,454.380402,19.87,Good
TECHM,30-Sep-14,Second Quarter,548790,453304,72766,29.81,15.24,235454693,1.28493E+11,234138.62,14,1.09,545.722534,20.1,Good
TECHM,31-Dec-14,Third Quarter,575170,473572,80844,32.76,16.66,239971922,1.36421E+11,237183.24,9.9,1.68,568.486023,4.17,Bad
TECHM,31-Mar-15,Fourth Quarter,611679,536042,48890,4.8,118.43,960808027,5.30463E+11,867224.42,-85.35,-1.39,552.100891,-2.88,Bad
TECHM,30-Jun-15,First Quarter,629382,553168,67652,6.87,80.36,961544201,4.0281E+11,640008.71,43.13,1.86,418.919861,-24.12,Bad
TECHM,30-Sep-15,Second Quarter,661554,571183,79178,7.98,52.5,962343129,4.75862E+11,719309.2,16.16,3.25,494.482544,18.04,Good
TECHM,31-Dec-15,Third Quarter,670114,573899,76899,7.71,64.14,962343129,4.45381E+11,664635.41,-3.38,-18.96,462.809448,-6.41,Bad
TECHM,31-Mar-16,Fourth Quarter,688373,594007,91942,9.11,50.8,962343129,4.05509E+11,589083.69,18.16,2.8,421.377045,-8.95,Bad
TECHM,30-Jun-16,First Quarter,692093,609366,79888,8.44,49.93,962343129,4.31806E+11,623913.41,-7.35,-6.79,448.70285,6.48,Bad
TECHM,30-Sep-16,Second Quarter,716741,634202,64355,7.25,61.89,962343129,3.62782E+11,506154.83,-14.1,-4.39,376.977722,-15.98,Bad
TECHM,31-Dec-16,Third Quarter,755750,661900,84471,9.63,39.15,962343129,4.22446E+11,558976.23,32.83,1.19,438.976776,16.45,Good
TECHM,31-Mar-17,Fourth Quarter,749500,691158,58969,6.61,66.41,962343129,3.9674E+11,529339.63,-31.36,-2.12,412.264648,-6.09,Bad
TECHM,30-Jun-17,First Quarter,733610,668520,79177,8.98,45.91,962343129,3.30077E+11,449934.85,35.85,1.28,342.992737,-16.8,Bad
TECHM,30-Sep-17,Second Quarter,760638,680460,83928,9.4,36.49,962343129,4.04978E+11,532418.88,4.68,7.8,420.824982,22.69,Good
TECHM,31-Dec-17,Third Quarter,777596,681964,92432,10.61,39.66,962343129,4.45843E+11,573360.66,12.87,3.08,463.288971,10.09,Good
TECHM,31-Mar-18,Fourth Quarter,850576,699396,123080,13.72,33.77,962343129,5.64944E+11,664189.49,29.31,1.15,587.05011,26.71,Good
TECHM,30-Jun-18,First Quarter,838772,723067,89947,10.07,58.3,962343129,5.79759E+11,691200.3,-26.6,-2.19,602.445679,2.62,Bad
TECHM,30-Sep-18,Second Quarter,880492,734429.5,105594.18,11.93,50.5,962343129,6.74364E+11,765894.99,18.47,2.73,700.752563,16.32,Good
TECHM,31-Dec-18,Third Quarter,902427,754047.59,120678.01,13.45,52.1,962343129,6.54147E+11,724875.37,12.74,4.09,679.744141,-3,Bad
TECHM,31-Mar-19,Fourth Quarter,905944,755220.74,112661.05,12.58,54.03,962343129,7.01864E+11,774731.85,-6.47,-8.35,729.327881,7.29,Bad
TECHM,30-Jun-19,First Quarter,899432,770560,94912.9,10.89,66.97,962343129,6.39176E+11,710644.36,-13.43,-4.99,664.1875,-8.93,Bad
TECHM,30-Sep-19,Second Quarter,928618,794880,111118.61,12.78,51.97,962343129,6.6032E+11,711077.85,17.36,2.99,686.158264,3.31,Bad
TECHM,31-Dec-19,Third Quarter,1000418,853110,111068.21,13.03,52.66,962343129,7.04495E+11,704200.61,1.96,26.92,732.062134,6.69,Bad
TECHM,31-Mar-20,Fourth Quarter,977538,881130,72638.2,9.14,80.09,962343129,5.22618E+11,534627.07,-29.85,-2.68,543.068542,-25.82,Bad
TITAN,30-Sep-07,Second Quarter,72552,65270,4630,10.43,3.44,44432648,1896607499,26141.35,265.96,0.01,42.684998,18.88,Good
TITAN,31-Dec-07,Third Quarter,81390,77072,3084,6.95,6.14,44432648,2017332470,24786,-33.37,-0.18,45.402031,6.37,Bad
TITAN,30-Jun-08,First Quarter,81114,76198,3222,7.26,6.25,44432648,1281297833,15796.26,4.46,1.4,28.836855,-36.49,Bad
TITAN,30-Sep-08,Second Quarter,108876,97030,8714,19.63,1.47,44432648,1688050113,15504.34,170.39,0.01,37.991211,31.75,Good
TITAN,31-Dec-08,Third Quarter,102403,97258,1177,2.65,14.34,44432648,1406645355,13736.37,-86.5,-0.17,31.657923,-16.67,Bad
TITAN,30-Jun-09,First Quarter,88292,81248,4604,10.37,3.05,44432648,1782433899,20187.94,291.32,0.01,40.11541,26.72,Good
TITAN,30-Sep-09,Second Quarter,114688,104758,7760,17.48,2.29,44432648,2285680783,19929.55,68.56,0.03,51.441471,28.23,Good
TITAN,31-Dec-09,Third Quarter,133381,123546,7543,16.99,3.03,44432648,2600370482,19495.81,-2.8,-1.08,58.523869,13.77,Good
TITAN,30-Jun-10,First Quarter,125283,114969,8128,18.31,3.2,44356660,4322873444,34504.87,7.77,0.41,97.457146,66.53,Good
TITAN,30-Sep-10,Second Quarter,153606,137100,12777,28.78,3.39,44424378,6799092186,44263.19,57.18,0.06,153.048676,57.04,Good
TITAN,31-Dec-10,Third Quarter,195481,176817,13757,30.99,4.94,44377361,7457822100,38151.14,7.68,0.64,168.054657,9.8,Bad
TITAN,30-Jun-11,First Quarter,202060,184597,14336,1.61,104.38,887619914,1.77844E+11,880152.2,-94.8,-1.1,200.360031,19.22,Good
TITAN,30-Sep-11,Second Quarter,209650,190668,14820,1.67,119.98,888150255,1.74479E+11,832241.57,3.73,32.19,196.452621,-1.95,Bad
TITAN,31-Dec-11,Third Quarter,244040,223914,16391,1.85,106.19,888594865,1.42862E+11,585402.05,10.78,9.85,160.772385,-18.16,Bad
TITAN,31-Mar-12,Fourth Quarter,228177,208685,14428,1.63,98.63,888652964,1.90954E+11,836868.04,-11.89,-8.29,214.880325,33.65,Good
TITAN,30-Jun-12,First Quarter,220581,200601,15609,1.76,122.09,888652964,1.86651E+11,846179.85,7.98,15.31,210.038345,-2.25,Bad
TITAN,30-Sep-12,Second Quarter,227598,203960,18014,2.03,103.47,888652964,2.1991E+11,966220.49,15.34,6.74,247.464264,17.82,Good
TITAN,31-Dec-12,Third Quarter,301780,274924,20373,2.29,108.06,888652964,2.39446E+11,793446.03,12.81,8.44,269.448425,8.88,Bad
TITAN,31-Mar-13,Fourth Quarter,261324,236168,18497,2.08,129.54,888652964,2.1591E+11,826215.49,-9.17,-14.13,242.963165,-9.83,Bad
TITAN,30-Jun-13,First Quarter,310767,287735,18248,2.06,117.94,888652964,1.88205E+11,605615.84,-0.96,-122.66,211.787308,-12.83,Bad
TITAN,30-Sep-13,Second Quarter,232897,208214,18665,2.1,100.85,888652964,1.97086E+11,846238.77,1.94,51.94,221.781143,4.72,Bad
TITAN,31-Dec-13,Third Quarter,267577,244622,16557,1.86,119.24,888652964,1.94879E+11,728308.74,-11.43,-10.43,219.296707,-1.12,Bad
TITAN,31-Mar-14,Fourth Quarter,280338,252723,20644,2.33,94.12,888652964,2.2307E+11,795719.08,25.27,3.72,251.020706,14.47,Good
TITAN,30-Jun-14,First Quarter,289144,264140,17727,2,125.51,888652964,2.9979E+11,1036820.75,-14.16,-8.86,337.353851,34.39,Good
TITAN,30-Sep-14,Second Quarter,359307,327988,23998,2.7,124.95,888652964,3.48683E+11,970430.79,35,3.57,392.37204,16.31,Good
TITAN,31-Dec-14,Third Quarter,292251,266990,19073,2.15,182.5,888652964,3.26203E+11,1116175.79,-20.37,-8.96,367.076355,-6.45,Bad
TITAN,31-Mar-15,Fourth Quarter,249619,224606,21509,2.42,151.68,888652964,3.34708E+11,1340875.12,12.56,12.08,376.646362,2.61,Bad
TITAN,30-Jun-15,First Quarter,270859,250869,15106,1.7,221.56,888652964,3.13084E+11,1155891.25,-29.75,-7.45,352.3125,-6.46,Bad
TITAN,30-Sep-15,Second Quarter,267348.1,249468,14539.1,1.64,214.82,888652964,2.73466E+11,1022884.16,-3.53,-60.87,307.731079,-12.65,Bad
TITAN,31-Dec-15,Third Quarter,342616,314100,22529,2.54,121.15,888652964,2.98675E+11,871747.89,54.88,2.21,336.098328,9.22,Bad
TITAN,31-Mar-16,Fourth Quarter,245630,227158,18411,2.07,162.37,888652964,2.91749E+11,1187757.3,-18.5,-8.77,328.304565,-2.32,Bad
TITAN,30-Jun-16,First Quarter,282715,257536,12148,1.36,241.4,888652964,3.51784E+11,1244307.71,-34.3,-7.04,395.862579,20.58,Good
TITAN,30-Sep-16,Second Quarter,270431,247988,16614,1.87,211.69,888652964,3.42129E+11,1265126.05,37.5,5.65,384.99765,-2.74,Bad
TITAN,31-Dec-16,Third Quarter,398347,367176,23251,2.62,146.95,888652964,2.82986E+11,710401.18,40.11,3.66,318.44397,-17.29,Bad
TITAN,31-Mar-17,Fourth Quarter,369282,344373,17816,2.01,158.43,888652964,4.0071E+11,1085104.43,-23.28,-6.8,450.917908,41.6,Good
TITAN,30-Jun-17,First Quarter,402132,369670,23878,2.68,168.25,888652964,4.54138E+11,1129324.49,33.33,5.05,511.040344,13.33,Good
TITAN,30-Sep-17,Second Quarter,347307,312054,27764,3.13,163.27,888652964,5.08614E+11,1464451.68,16.79,9.72,572.343018,12,Good
TITAN,31-Dec-17,Third Quarter,427484,389826,28198,3.17,180.55,888652964,7.46673E+11,1746667.8,1.28,141.28,840.229614,46.81,Good
TITAN,31-Mar-18,Fourth Quarter,412569,372441,30441,3.43,244.96,888652964,8.19891E+11,1987282.13,8.2,29.87,922.622253,9.81,Bad
TITAN,30-Jun-18,First Quarter,448716,401979,32815,3.73,247.35,888652964,7.64379E+11,1703480.58,8.75,28.28,860.154663,-6.77,Bad
TITAN,30-Sep-18,Second Quarter,459513,415459,30111,3.45,249.32,888652964,7.04017E+11,1532094.54,-7.51,-33.21,792.229797,-7.9,Bad
TITAN,31-Dec-18,Third Quarter,593411,533442.78,41109.33,4.65,170.37,888652964,8.13605E+11,1371064.85,34.78,4.9,915.548584,15.57,Good
TITAN,31-Mar-19,Fourth Quarter,494505,449360.25,34829.66,3.98,230.04,888652964,9.97868E+11,2017912.21,-14.41,-15.97,1122.89917,22.65,Good
TITAN,30-Jun-19,First Quarter,520817,468747,36374,4.12,272.55,888652964,1.1664E+12,2239558.6,3.52,77.48,1312.548584,16.89,Good
TITAN,30-Sep-19,Second Quarter,469334,426635,31165,3.41,384.91,888652964,1.12278E+12,2392279,-17.23,-22.34,1263.460449,-3.74,Bad
TITAN,31-Dec-19,Third Quarter,655005,590140,47420.36,5.35,236.16,888652964,1.04772E+12,1599564.95,56.89,4.15,1179.001343,-6.68,Bad
TITAN,31-Mar-20,Fourth Quarter,475321,424387,34307,3.9,302.31,888652964,8.23485E+11,1732481.93,-27.1,-11.15,926.666626,-21.4,Bad
ULTRACEMCO,30-Sep-07,Second Quarter,119921,90190,18586,14.93,56.94,124490862,1.23098E+11,1026494.71,-28.36,-2.01,988.813721,16.31,Good
ULTRACEMCO,31-Dec-07,Third Quarter,140227,97197,27949,22.44,44.06,124498027,1.19132E+11,849567.61,50.3,0.88,956.901245,-3.23,Bad
ULTRACEMCO,31-Mar-08,Fourth Quarter,162869,117818,28288,22.72,42.12,124493392,92216854044,566202.62,1.25,33.75,740.736938,-22.59,Bad
ULTRACEMCO,30-Jun-08,First Quarter,152258,112127,26501,21.28,34.81,124493392,64112797579,421079.99,-6.34,-5.49,514.989563,-30.48,Bad
ULTRACEMCO,30-Sep-08,Second Quarter,141689,118024,16419,13.19,39.04,124486784,62711311625,442598.31,-38.02,-1.03,503.758789,-2.18,Bad
ULTRACEMCO,31-Dec-08,Third Quarter,163714,128049,23836,19.15,26.31,124499000,45725924203,279303.69,45.19,0.58,367.279449,-27.09,Bad
ULTRACEMCO,31-Mar-09,Fourth Quarter,187501,141767,30946,24.86,14.77,124488573,65392675884,348759.08,29.82,0.5,525.290588,43.02,Good
ULTRACEMCO,30-Jun-09,First Quarter,196886,132961,41777,33.56,15.65,124490792,81791233084,415424.32,35,0.45,657.006287,25.07,Good
ULTRACEMCO,30-Sep-09,Second Quarter,155783,116747,25090,20.15,32.61,124490792,95499322657,613027.88,-39.96,-0.82,767.119568,16.76,Good
ULTRACEMCO,31-Dec-09,Third Quarter,166930,136671,19603,15.74,48.74,124497448,1.09192E+11,654120.25,-21.89,-2.23,877.064514,14.33,Good
ULTRACEMCO,31-Mar-10,Fourth Quarter,192253,160606,22854,18.34,47.82,124489796,1.37927E+11,717424.93,16.52,2.9,1107.938965,26.32,Good
ULTRACEMCO,30-Jun-10,First Quarter,180967,148568,24273,19.49,56.85,124492014,1.05019E+11,580322.52,6.27,9.07,843.582031,-23.86,Bad
ULTRACEMCO,30-Sep-10,Second Quarter,324450,302530,11577,4.22,199.9,274004143,2.81086E+11,866347.28,-78.35,-2.55,1025.847168,21.61,Good
ULTRACEMCO,31-Dec-10,Third Quarter,374087,322655,31896,11.64,88.13,274001158,2.8681E+11,766693.96,175.83,0.5,1046.748291,2.04,Bad
ULTRACEMCO,31-Mar-11,Fourth Quarter,455593,369586,72677,26.51,39.49,274001158,2.99309E+11,656965.77,127.75,0.31,1092.364014,4.36,Bad
ULTRACEMCO,30-Jun-11,First Quarter,440439,340022,68311,24.92,43.83,274065394,2.46039E+11,558621.42,-6,-7.31,897.737061,-17.82,Bad
ULTRACEMCO,30-Sep-11,Second Quarter,398062,355088,27890,10.17,88.27,274093669,3.0379E+11,763172.41,-59.19,-1.49,1108.343506,23.46,Good
ULTRACEMCO,31-Dec-11,Third Quarter,465081,383058,61686,22.5,49.26,274077390,3.10398E+11,667405.52,121.24,0.41,1132.518188,2.18,Bad
ULTRACEMCO,31-Mar-12,Fourth Quarter,539157,430571,86732,31.64,35.79,274067552,4.02997E+11,747457.41,40.62,0.88,1470.429077,29.84,Good
ULTRACEMCO,30-Jun-12,First Quarter,509086,401109,77839,28.39,51.79,274051948,4.03493E+11,792582.69,-10.27,-5.04,1472.322144,0.13,Bad
ULTRACEMCO,30-Sep-12,Second Quarter,472742,392466,55003,20.06,73.4,274059125,5.26042E+11,1112745.65,-29.34,-2.5,1919.445679,30.37,Good
ULTRACEMCO,31-Dec-12,Third Quarter,488208,407196,60081,21.91,87.61,274104415,5.31061E+11,1087776.89,9.22,9.5,1937.441895,0.94,Bad
ULTRACEMCO,31-Mar-13,Fourth Quarter,547204,443591,72620,26.49,73.14,274181011,4.99826E+11,913418.08,20.9,3.5,1822.978271,-5.91,Bad
ULTRACEMCO,30-Jun-13,First Quarter,498020,416052,67260,24.52,74.35,274195068,5.02005E+11,1008000.97,-7.44,-10,1830.830322,0.43,Bad
ULTRACEMCO,30-Sep-13,Second Quarter,452187,409965,26411,9.63,190.12,274197645,4.86166E+11,1075143.2,-60.73,-3.13,1773.048706,-3.16,Bad
ULTRACEMCO,31-Dec-13,Third Quarter,481785,428670,36976,13.48,131.53,274250621,4.74112E+11,984073.67,39.98,3.29,1728.754272,-2.5,Bad
ULTRACEMCO,31-Mar-14,Fourth Quarter,595988,496729,83800,30.55,56.59,274272004,5.87801E+11,986263.25,126.63,0.45,2143.131836,23.97,Good
ULTRACEMCO,30-Jun-14,First Quarter,603230,523346,62808,22.85,93.79,274385437,6.96944E+11,1155353.07,-25.2,-3.72,2540.016846,18.52,Good
ULTRACEMCO,30-Sep-14,Second Quarter,577202,515352,41587,15.09,168.32,274391245,7.10241E+11,1230488.75,-33.96,-4.96,2588.422852,1.91,Bad
ULTRACEMCO,31-Dec-14,Third Quarter,594715,521929,40126,14.57,177.65,274370897,7.2217E+11,1214312.83,-3.45,-51.55,2632.094238,1.69,Bad
ULTRACEMCO,31-Mar-15,Fourth Quarter,659749,552063,65690,23.94,109.95,274379103,7.76665E+11,1177213.28,64.31,1.71,2830.628418,7.54,Bad
ULTRACEMCO,30-Jun-15,First Quarter,643215,553257,59093,21.53,131.47,274417396,8.07962E+11,1256130.31,-10.07,-13.06,2944.280762,4.02,Bad
ULTRACEMCO,30-Sep-15,Second Quarter,601289,530660,42717,15.55,189.34,274399781,7.23652E+11,1203501.67,-27.78,-6.82,2637.218994,-10.43,Bad
ULTRACEMCO,31-Dec-15,Third Quarter,618791,533459,54705,19.88,132.66,274399781,7.52656E+11,1216333.94,27.85,4.76,2742.919434,4.01,Bad
ULTRACEMCO,31-Mar-16,Fourth Quarter,692010,585701,72303,26.32,104.21,274399781,8.73978E+11,1262955.8,32.39,3.22,3185.053711,16.12,Good
ULTRACEMCO,30-Jun-16,First Quarter,658971,543710,77983,28.41,112.11,274399781,9.2331E+11,1401139.73,7.94,14.12,3364.83667,5.64,Bad
ULTRACEMCO,30-Sep-16,Second Quarter,650862,562416,61364,22.37,150.42,274399781,1.04546E+12,1606272.75,-21.26,-7.08,3809.995361,13.23,Good
ULTRACEMCO,31-Dec-16,Third Quarter,676100,591458,59395,21.65,175.98,274399781,8.82232E+11,1304883.71,-3.22,-54.68,3215.133301,-15.61,Bad
ULTRACEMCO,31-Mar-17,Fourth Quarter,792396,711032,72608,26.44,121.6,274399781,1.08162E+12,1364996.31,22.12,5.5,3941.758301,22.6,Good
ULTRACEMCO,30-Jun-17,First Quarter,792850,676686,89790,32.66,120.69,274399781,1.07466E+12,1355433.26,23.52,5.13,3916.385254,-0.64,Bad
ULTRACEMCO,30-Sep-17,Second Quarter,693613,645145,42376,15.39,254.48,274399781,1.04874E+12,1511997.36,-52.88,-4.81,3821.945557,-2.41,Bad
ULTRACEMCO,31-Dec-17,Third Quarter,801924,753653,45676,16.61,230.1,274399781,1.17565E+12,1466036.75,7.93,29.03,4284.442383,12.1,Good
ULTRACEMCO,31-Mar-18,Fourth Quarter,952711,848536,44613,16.24,263.82,274399781,1.07481E+12,1128158,-2.23,-118.43,3916.943848,-8.58,Bad
ULTRACEMCO,30-Jun-18,First Quarter,909408,818619,63121,23.01,170.23,274399781,1.03905E+12,1142561.05,41.69,4.08,3786.643555,-3.33,Bad
ULTRACEMCO,30-Sep-18,Second Quarter,837169,781481,37574,13.72,275.99,274399781,1.10771E+12,1323160.77,-40.37,-6.84,4036.844238,6.61,Bad
ULTRACEMCO,31-Dec-18,Third Quarter,949293,891643.6,39043,14.33,281.71,274399781,1.08888E+12,1147046.61,4.45,63.36,3968.236816,-1.7,Bad
ULTRACEMCO,31-Mar-19,Fourth Quarter,1103127,955443.4,103421,37.62,105.48,274399781,1.0909E+12,988918.22,162.53,0.65,3975.594971,0.19,Bad
ULTRACEMCO,30-Jun-19,First Quarter,1030879,850981,120803,43.99,90.37,274399781,1.24301E+12,1205776.53,16.93,5.34,4529.922363,13.94,Good
ULTRACEMCO,30-Sep-19,Second Quarter,977416,887792,57855.4,20.07,225.71,274399781,1.18749E+12,1214932.16,-54.38,-4.15,4327.605957,-4.47,Bad
ULTRACEMCO,31-Dec-19,Third Quarter,1052195,952462,71125,24.68,175.35,274399781,1.10675E+12,1051844.85,22.97,7.63,4033.33374,-6.8,Bad
ULTRACEMCO,31-Mar-20,Fourth Quarter,1094355,948014,323939,112.4,35.88,274399781,8.87588E+11,811060.18,355.43,0.1,3234.651855,-19.8,Bad
UPL,30-Sep-07,Second Quarter,88667,76260,8827,3.89,32.45,219783468,23594241283,266099.47,NA,NA,107.352211,-14.94,Bad
UPL,31-Dec-07,Third Quarter,80941,71150,4836,1.46,73.53,219783468,20723014446,256026.17,-62.47,-1.18,94.288322,-12.17,Bad
UPL,30-Jun-08,First Quarter,131405,108615,14543,5.76,16.37,219783468,16764837917,127581.43,294.52,0.06,76.278885,-19.1,Bad
UPL,30-Sep-08,Second Quarter,115675,98615,12204,2.38,32.05,219783468,18383068210,158919.98,-58.68,-0.55,83.641724,9.65,Bad
UPL,31-Dec-08,Third Quarter,108388,94468,6462,1.15,72.73,439566937,26130675038,241084.58,-51.68,-1.41,59.446407,-28.93,Bad
UPL,30-Jun-09,First Quarter,163768,138078,17628,3.92,15.16,439566937,34522504576,210801.28,240.87,0.06,78.537537,32.11,Good
UPL,30-Sep-09,Second Quarter,115697,101524,10233,2.03,38.69,439554440,40107951060,346663.71,-48.21,-0.8,91.246834,16.18,Good
UPL,31-Dec-09,Third Quarter,114968,100859,6410,1.33,68.61,439583715,42586584102,370421.2,-34.48,-1.99,96.879349,6.17,Bad
UPL,30-Jun-10,First Quarter,146856,122653,14235,3.08,31.45,446629581,45847396076,312192.87,131.58,0.24,102.651947,5.96,Bad
UPL,30-Sep-10,Second Quarter,125690,107579,11465,2.48,41.39,440983812,44819397246,356586.82,-19.48,-2.12,101.635017,-0.99,Bad
UPL,31-Dec-10,Third Quarter,122214,104974,8391,2.11,48.17,461810163,45248587906,370240.63,-14.92,-3.23,97.980927,-3.6,Bad
UPL,30-Jun-11,First Quarter,186214,158011,18431,3.99,24.56,461810300,39950625284,214541.47,89.1,0.28,86.508736,-11.71,Bad
UPL,30-Sep-11,Second Quarter,177570,152212,5695,1.23,70.33,461810300,36725063218,206820.2,-69.17,-1.02,79.524132,-8.07,Bad
UPL,31-Dec-11,Third Quarter,192880,165892,11242,2.44,32.59,461807962,33844489613,175469.15,98.37,0.33,73.286934,-7.84,Bad
UPL,31-Mar-12,Fourth Quarter,212693,184072,20187,4.37,16.77,461832068,34699735826,163144.7,79.1,0.21,75.134964,2.52,Bad
